ProductName,ProductSubcategory,StateProvinceCode,ProductCategory,Sales_Type,ResellerName,SalesOrderNumber,OrderFrequency,StoreAge,City,CountryRegionCode,Region,CustomerKey,ResellerKey,ProductKey,OrderDate,ShipDate,UnitPrice,OrderQuantity,YearOpened,Profit,NumberEmployees,AnnualSales,AnnualRevenue,TotalProductCost,SalesAmount,DiscountAmount
HL Mountain Pedal,Pedals,75,Components,Reseller Sales,Spare Parts Co.,SO67276,S,old,Paris,FR,EU,355,355,544,2019-07-19,2019-05-28,48.59,1,1991,12.6344,17,800000,80000,35.9596,48.59,0
"Half-Finger Gloves, S",Gloves,ENG,Clothing,Reseller Sales,Mail Market,SO69392,S,old,York,GB,EU,358,358,463,2019-08-19,2019-06-26,14.69,2,1998,11.0694,16,800000,80000,18.3186,29.39,0
"Half-Finger Gloves, L",Gloves,ENG,Clothing,Reseller Sales,Mail Market,SO51788,S,old,York,GB,EU,358,358,467,2018-11-17,2018-09-25,14.69,2,1998,11.0694,16,800000,80000,18.3186,29.39,0
Touring Pedal,Pedals,ENG,Components,Reseller Sales,Mail Market,SO57014,S,old,York,GB,EU,358,358,548,2019-02-19,2018-12-29,48.59,1,1998,12.6344,16,800000,80000,35.9596,48.59,0
Touring Pedal,Pedals,ENG,Components,Reseller Sales,Mail Market,SO69392,S,old,York,GB,EU,358,358,548,2019-08-19,2019-06-26,48.59,1,1998,12.6344,16,800000,80000,35.9596,48.59,0
HL Touring Handlebars,Handlebars,ENG,Components,Reseller Sales,Mail Market,SO69392,S,old,York,GB,EU,358,358,554,2019-08-19,2019-06-26,54.94,2,1998,28.5698,16,800000,80000,81.3142,109.88,0
"Sport-100 Helmet, Red",Helmets,ENG,Accessories,Reseller Sales,Commerce Bicycle Specialists,SO47006,S,old,Berkshire,GB,EU,376,376,213,2017-11-18,2017-09-26,20.19,5,1989,31.5415,10,800000,80000,69.391,100.93,0
"Sport-100 Helmet, Red",Helmets,ENG,Accessories,Reseller Sales,Commerce Bicycle Specialists,SO48031,S,old,Berkshire,GB,EU,376,376,213,2018-02-19,2017-12-29,20.19,3,1989,18.9249,10,800000,80000,41.6346,60.56,0
"Sport-100 Helmet, Red",Helmets,ENG,Accessories,Reseller Sales,Commerce Bicycle Specialists,SO50236,S,old,Berkshire,GB,EU,376,376,213,2018-08-18,2018-06-25,20.19,4,1989,25.2332,10,800000,80000,55.5128,80.75,0
"Sport-100 Helmet, Red",Helmets,ENG,Accessories,Reseller Sales,Commerce Bicycle Specialists,SO51763,S,old,Berkshire,GB,EU,376,376,214,2018-11-17,2018-09-25,20.99,7,1989,55.3539,10,800000,80000,91.6041,146.96,0
"Sport-100 Helmet, Red",Helmets,ENG,Accessories,Reseller Sales,Commerce Bicycle Specialists,SO57080,S,old,Berkshire,GB,EU,376,376,214,2019-02-19,2018-12-29,20.99,1,1989,7.9077,10,800000,80000,13.0863,20.99,0
"Sport-100 Helmet, Red",Helmets,ENG,Accessories,Reseller Sales,Commerce Bicycle Specialists,SO69456,S,old,Berkshire,GB,EU,376,376,214,2019-08-19,2019-06-26,20.99,6,1989,47.4462,10,800000,80000,78.5178,125.96,0
"Sport-100 Helmet, Black",Helmets,ENG,Accessories,Reseller Sales,Commerce Bicycle Specialists,SO47006,S,old,Berkshire,GB,EU,376,376,216,2017-11-18,2017-09-26,20.19,3,1989,18.9249,10,800000,80000,41.6346,60.56,0
"Sport-100 Helmet, Black",Helmets,ENG,Accessories,Reseller Sales,Commerce Bicycle Specialists,SO48031,S,old,Berkshire,GB,EU,376,376,216,2018-02-19,2017-12-29,20.19,7,1989,44.1581,10,800000,80000,97.1474,141.31,0
"Sport-100 Helmet, Black",Helmets,ENG,Accessories,Reseller Sales,Commerce Bicycle Specialists,SO50236,S,old,Berkshire,GB,EU,376,376,216,2018-08-18,2018-06-25,20.19,5,1989,31.5415,10,800000,80000,69.391,100.93,0
"Sport-100 Helmet, Black",Helmets,ENG,Accessories,Reseller Sales,Commerce Bicycle Specialists,SO51763,S,old,Berkshire,GB,EU,376,376,217,2018-11-17,2018-09-25,20.99,2,1989,15.8154,10,800000,80000,26.1726,41.99,0
"Sport-100 Helmet, Black",Helmets,ENG,Accessories,Reseller Sales,Commerce Bicycle Specialists,SO57080,S,old,Berkshire,GB,EU,376,376,217,2019-02-19,2018-12-29,20.99,7,1989,55.3539,10,800000,80000,91.6041,146.96,0
"Sport-100 Helmet, Black",Helmets,ENG,Accessories,Reseller Sales,Commerce Bicycle Specialists,SO63170,S,old,Berkshire,GB,EU,376,376,217,2019-05-23,2019-03-31,20.99,4,1989,31.6308,10,800000,80000,52.3452,83.98,0
"Sport-100 Helmet, Black",Helmets,ENG,Accessories,Reseller Sales,Commerce Bicycle Specialists,SO69456,S,old,Berkshire,GB,EU,376,376,217,2019-08-19,2019-06-26,20.99,3,1989,23.7231,10,800000,80000,39.2589,62.98,0
"Sport-100 Helmet, Blue",Helmets,ENG,Accessories,Reseller Sales,Commerce Bicycle Specialists,SO47006,S,old,Berkshire,GB,EU,376,376,221,2017-11-18,2017-09-26,20.19,5,1989,31.5415,10,800000,80000,69.391,100.93,0
"Sport-100 Helmet, Blue",Helmets,ENG,Accessories,Reseller Sales,Commerce Bicycle Specialists,SO48031,S,old,Berkshire,GB,EU,376,376,221,2018-02-19,2017-12-29,20.19,6,1989,37.8498,10,800000,80000,83.2692,121.12,0
"Sport-100 Helmet, Blue",Helmets,ENG,Accessories,Reseller Sales,Commerce Bicycle Specialists,SO49061,S,old,Berkshire,GB,EU,376,376,221,2018-05-23,2018-03-31,20.19,1,1989,6.3083,10,800000,80000,13.8782,20.19,0
"Sport-100 Helmet, Blue",Helmets,ENG,Accessories,Reseller Sales,Commerce Bicycle Specialists,SO50236,S,old,Berkshire,GB,EU,376,376,221,2018-08-18,2018-06-25,20.19,3,1989,18.9249,10,800000,80000,41.6346,60.56,0
"Sport-100 Helmet, Blue",Helmets,ENG,Accessories,Reseller Sales,Commerce Bicycle Specialists,SO51763,S,old,Berkshire,GB,EU,376,376,222,2018-11-17,2018-09-25,20.99,3,1989,23.7231,10,800000,80000,39.2589,62.98,0
"Sport-100 Helmet, Blue",Helmets,ENG,Accessories,Reseller Sales,Commerce Bicycle Specialists,SO57080,S,old,Berkshire,GB,EU,376,376,222,2019-02-19,2018-12-29,20.99,6,1989,47.4462,10,800000,80000,78.5178,125.96,0
"Sport-100 Helmet, Blue",Helmets,ENG,Accessories,Reseller Sales,Commerce Bicycle Specialists,SO63170,S,old,Berkshire,GB,EU,376,376,222,2019-05-23,2019-03-31,20.99,4,1989,31.6308,10,800000,80000,52.3452,83.98,0
"Sport-100 Helmet, Blue",Helmets,ENG,Accessories,Reseller Sales,Commerce Bicycle Specialists,SO69456,S,old,Berkshire,GB,EU,376,376,222,2019-08-19,2019-06-26,20.99,8,1989,63.2616,10,800000,80000,104.6904,167.95,0
AWC Logo Cap,Caps,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO47006,S,old,Berkshire,GB,EU,376,376,224,2017-11-18,2017-09-26,5.19,7,1989,-0.302399999999999,10,800000,80000,36.6079,36.31,0
AWC Logo Cap,Caps,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO48031,S,old,Berkshire,GB,EU,376,376,224,2018-02-19,2017-12-29,5.19,2,1989,-8.64000000000011e-02,10,800000,80000,10.4594,10.37,0
AWC Logo Cap,Caps,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO49061,S,old,Berkshire,GB,EU,376,376,224,2018-05-23,2018-03-31,5.19,4,1989,-0.172800000000002,10,800000,80000,20.9188,20.75,0
AWC Logo Cap,Caps,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO50236,S,old,Berkshire,GB,EU,376,376,224,2018-08-18,2018-06-25,5.19,4,1989,-0.172800000000002,10,800000,80000,20.9188,20.75,0
AWC Logo Cap,Caps,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO51763,S,old,Berkshire,GB,EU,376,376,225,2018-11-17,2018-09-25,5.21,11,1989,-19.9362,10,800000,80000,76.1453,56.21,1.1471
AWC Logo Cap,Caps,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO57080,S,old,Berkshire,GB,EU,376,376,225,2019-02-19,2018-12-29,5.39,4,1989,-6.1132,10,800000,80000,27.6892,21.58,0
AWC Logo Cap,Caps,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO63170,S,old,Berkshire,GB,EU,376,376,225,2019-05-23,2019-03-31,5.39,4,1989,-6.1132,10,800000,80000,27.6892,21.58,0
AWC Logo Cap,Caps,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO69456,S,old,Berkshire,GB,EU,376,376,225,2019-08-19,2019-06-26,5.39,1,1989,-1.5283,10,800000,80000,6.9223,5.39,0
"Long-Sleeve Logo Jersey, M",Jerseys,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO47006,S,old,Berkshire,GB,EU,376,376,230,2017-11-18,2017-09-26,28.84,4,1989,-0.961200000000005,10,800000,80000,116.3228,115.36,0
"Long-Sleeve Logo Jersey, M",Jerseys,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO48031,S,old,Berkshire,GB,EU,376,376,230,2018-02-19,2017-12-29,28.84,5,1989,-1.20150000000001,10,800000,80000,145.4035,144.2,0
"Long-Sleeve Logo Jersey, M",Jerseys,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO50236,S,old,Berkshire,GB,EU,376,376,230,2018-08-18,2018-06-25,28.84,2,1989,-0.480600000000003,10,800000,80000,58.1614,57.68,0
"Long-Sleeve Logo Jersey, M",Jerseys,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO51763,S,old,Berkshire,GB,EU,376,376,231,2018-11-17,2018-09-25,29.99,5,1989,-42.4915,10,800000,80000,192.4615,149.97,0
"Long-Sleeve Logo Jersey, M",Jerseys,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO57080,S,old,Berkshire,GB,EU,376,376,231,2019-02-19,2018-12-29,29.99,1,1989,-8.4983,10,800000,80000,38.4923,29.99,0
"Long-Sleeve Logo Jersey, M",Jerseys,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO69456,S,old,Berkshire,GB,EU,376,376,231,2019-08-19,2019-06-26,29.99,4,1989,-33.9932,10,800000,80000,153.9692,119.98,0
"Long-Sleeve Logo Jersey, L",Jerseys,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO47006,S,old,Berkshire,GB,EU,376,376,233,2017-11-18,2017-09-26,28.84,2,1989,-0.480600000000003,10,800000,80000,58.1614,57.68,0
"Long-Sleeve Logo Jersey, L",Jerseys,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO48031,S,old,Berkshire,GB,EU,376,376,233,2018-02-19,2017-12-29,28.84,1,1989,-0.240300000000001,10,800000,80000,29.0807,28.84,0
"Long-Sleeve Logo Jersey, L",Jerseys,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO49061,S,old,Berkshire,GB,EU,376,376,233,2018-05-23,2018-03-31,28.84,3,1989,-0.7209,10,800000,80000,87.2421,86.52,0
"Long-Sleeve Logo Jersey, L",Jerseys,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO50236,S,old,Berkshire,GB,EU,376,376,233,2018-08-18,2018-06-25,28.84,4,1989,-0.961200000000005,10,800000,80000,116.3228,115.36,0
"Long-Sleeve Logo Jersey, L",Jerseys,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO51763,S,old,Berkshire,GB,EU,376,376,234,2018-11-17,2018-09-25,29.99,6,1989,-50.9898,10,800000,80000,230.9538,179.96,0
"Long-Sleeve Logo Jersey, L",Jerseys,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO57080,S,old,Berkshire,GB,EU,376,376,234,2019-02-19,2018-12-29,29.99,6,1989,-50.9898,10,800000,80000,230.9538,179.96,0
"Long-Sleeve Logo Jersey, L",Jerseys,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO63170,S,old,Berkshire,GB,EU,376,376,234,2019-05-23,2019-03-31,29.99,2,1989,-16.9966,10,800000,80000,76.9846,59.99,0
"Long-Sleeve Logo Jersey, L",Jerseys,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO69456,S,old,Berkshire,GB,EU,376,376,234,2019-08-19,2019-06-26,29.99,3,1989,-25.4949,10,800000,80000,115.4769,89.98,0
"Long-Sleeve Logo Jersey, XL",Jerseys,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO47006,S,old,Berkshire,GB,EU,376,376,236,2017-11-18,2017-09-26,28.84,5,1989,-1.20150000000001,10,800000,80000,145.4035,144.2,0
"Long-Sleeve Logo Jersey, XL",Jerseys,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO48031,S,old,Berkshire,GB,EU,376,376,236,2018-02-19,2017-12-29,28.84,2,1989,-0.480600000000003,10,800000,80000,58.1614,57.68,0
"Long-Sleeve Logo Jersey, XL",Jerseys,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO50236,S,old,Berkshire,GB,EU,376,376,236,2018-08-18,2018-06-25,28.84,3,1989,-0.7209,10,800000,80000,87.2421,86.52,0
"Long-Sleeve Logo Jersey, XL",Jerseys,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO51763,S,old,Berkshire,GB,EU,376,376,237,2018-11-17,2018-09-25,29.99,7,1989,-59.4881,10,800000,80000,269.4461,209.96,0
"HL Mountain Frame - Silver, 38",Mountain Frames,ENG,Components,Reseller Sales,Commerce Bicycle Specialists,SO57080,S,old,Berkshire,GB,EU,376,376,309,2019-02-19,2018-12-29,818.7,3,1989,214.4994,10,800000,80000,2241.6006,2456.1,0
"Mountain-200 Silver, 46",Mountain Bikes,ENG,Bikes,Reseller Sales,Commerce Bicycle Specialists,SO48031,S,old,Berkshire,GB,EU,376,376,356,2018-02-19,2017-12-29,1242.85,2,1989,249.9918,10,800000,80000,2235.7118,2485.7,0
"Mountain-200 Black, 42",Mountain Bikes,ENG,Bikes,Reseller Sales,Commerce Bicycle Specialists,SO51763,S,old,Berkshire,GB,EU,376,376,361,2018-11-17,2018-09-25,1376.99,4,1989,500.0508,10,800000,80000,5007.9252,5507.98,0
LL Mountain Handlebars,Handlebars,ENG,Components,Reseller Sales,Commerce Bicycle Specialists,SO69456,S,old,Berkshire,GB,EU,376,376,398,2019-08-19,2019-06-26,26.72,1,1989,6.9482,10,800000,80000,19.7758,26.72,0
ML Mountain Handlebars,Handlebars,ENG,Components,Reseller Sales,Commerce Bicycle Specialists,SO47006,S,old,Berkshire,GB,EU,376,376,399,2017-11-18,2017-09-26,33.77,1,1989,8.7813,10,800000,80000,24.9932,33.77,0
ML Mountain Handlebars,Handlebars,ENG,Components,Reseller Sales,Commerce Bicycle Specialists,SO48031,S,old,Berkshire,GB,EU,376,376,399,2018-02-19,2017-12-29,33.77,3,1989,26.3439,10,800000,80000,74.9796,101.32,0
ML Mountain Handlebars,Handlebars,ENG,Components,Reseller Sales,Commerce Bicycle Specialists,SO50236,S,old,Berkshire,GB,EU,376,376,399,2018-08-18,2018-06-25,33.77,2,1989,17.5626,10,800000,80000,49.9864,67.55,0
ML Mountain Handlebars,Handlebars,ENG,Components,Reseller Sales,Commerce Bicycle Specialists,SO51763,S,old,Berkshire,GB,EU,376,376,400,2018-11-17,2018-09-25,37.15,3,1989,28.9785,10,800000,80000,82.4775,111.46,0
ML Mountain Handlebars,Handlebars,ENG,Components,Reseller Sales,Commerce Bicycle Specialists,SO57080,S,old,Berkshire,GB,EU,376,376,400,2019-02-19,2018-12-29,37.15,2,1989,19.319,10,800000,80000,54.985,74.3,0
HL Mountain Handlebars,Handlebars,ENG,Components,Reseller Sales,Commerce Bicycle Specialists,SO47006,S,old,Berkshire,GB,EU,376,376,401,2017-11-18,2017-09-26,65.6,1,1989,17.0565,10,800000,80000,48.5453,65.6,0
HL Mountain Handlebars,Handlebars,ENG,Components,Reseller Sales,Commerce Bicycle Specialists,SO48031,S,old,Berkshire,GB,EU,376,376,401,2018-02-19,2017-12-29,65.6,2,1989,34.113,10,800000,80000,97.0906,131.2,0
HL Mountain Handlebars,Handlebars,ENG,Components,Reseller Sales,Commerce Bicycle Specialists,SO50236,S,old,Berkshire,GB,EU,376,376,401,2018-08-18,2018-06-25,65.6,2,1989,34.113,10,800000,80000,97.0906,131.2,0
HL Mountain Handlebars,Handlebars,ENG,Components,Reseller Sales,Commerce Bicycle Specialists,SO51763,S,old,Berkshire,GB,EU,376,376,402,2018-11-17,2018-09-25,72.16,1,1989,18.7621,10,800000,80000,53.3999,72.16,0
HL Mountain Handlebars,Handlebars,ENG,Components,Reseller Sales,Commerce Bicycle Specialists,SO69456,S,old,Berkshire,GB,EU,376,376,402,2019-08-19,2019-06-26,72.16,1,1989,18.7621,10,800000,80000,53.3999,72.16,0
LL Mountain Front Wheel,Wheels,ENG,Components,Reseller Sales,Commerce Bicycle Specialists,SO47006,S,old,Berkshire,GB,EU,376,376,410,2017-11-18,2017-09-26,36.45,3,1989,28.4286,10,800000,80000,80.9124,109.34,0
LL Mountain Front Wheel,Wheels,ENG,Components,Reseller Sales,Commerce Bicycle Specialists,SO48031,S,old,Berkshire,GB,EU,376,376,410,2018-02-19,2017-12-29,36.45,1,1989,9.4762,10,800000,80000,26.9708,36.45,0
LL Mountain Front Wheel,Wheels,ENG,Components,Reseller Sales,Commerce Bicycle Specialists,SO50236,S,old,Berkshire,GB,EU,376,376,410,2018-08-18,2018-06-25,36.45,4,1989,37.9048,10,800000,80000,107.8832,145.79,0
ML Mountain Front Wheel,Wheels,ENG,Components,Reseller Sales,Commerce Bicycle Specialists,SO47006,S,old,Berkshire,GB,EU,376,376,411,2017-11-18,2017-09-26,125.42,2,1989,65.2158,10,800000,80000,185.6142,250.83,0
ML Mountain Front Wheel,Wheels,ENG,Components,Reseller Sales,Commerce Bicycle Specialists,SO50236,S,old,Berkshire,GB,EU,376,376,411,2018-08-18,2018-06-25,125.42,1,1989,32.6079,10,800000,80000,92.8071,125.42,0
HL Mountain Front Wheel,Wheels,ENG,Components,Reseller Sales,Commerce Bicycle Specialists,SO47006,S,old,Berkshire,GB,EU,376,376,412,2017-11-18,2017-09-26,180.13,4,1989,187.334,10,800000,80000,533.182,720.52,0
HL Mountain Front Wheel,Wheels,ENG,Components,Reseller Sales,Commerce Bicycle Specialists,SO48031,S,old,Berkshire,GB,EU,376,376,412,2018-02-19,2017-12-29,180.13,2,1989,93.667,10,800000,80000,266.591,360.26,0
LL Mountain Rear Wheel,Wheels,ENG,Components,Reseller Sales,Commerce Bicycle Specialists,SO47006,S,old,Berkshire,GB,EU,376,376,419,2017-11-18,2017-09-26,52.65,3,1989,41.0646,10,800000,80000,116.8764,157.94,0
LL Mountain Rear Wheel,Wheels,ENG,Components,Reseller Sales,Commerce Bicycle Specialists,SO48031,S,old,Berkshire,GB,EU,376,376,419,2018-02-19,2017-12-29,52.65,3,1989,41.0646,10,800000,80000,116.8764,157.94,0
LL Mountain Rear Wheel,Wheels,ENG,Components,Reseller Sales,Commerce Bicycle Specialists,SO50236,S,old,Berkshire,GB,EU,376,376,419,2018-08-18,2018-06-25,52.65,1,1989,13.6882,10,800000,80000,38.9588,52.65,0
ML Mountain Rear Wheel,Wheels,ENG,Components,Reseller Sales,Commerce Bicycle Specialists,SO47006,S,old,Berkshire,GB,EU,376,376,420,2017-11-18,2017-09-26,141.62,4,1989,147.2796,10,800000,80000,419.1804,566.46,0
ML Mountain Rear Wheel,Wheels,ENG,Components,Reseller Sales,Commerce Bicycle Specialists,SO48031,S,old,Berkshire,GB,EU,376,376,420,2018-02-19,2017-12-29,141.62,1,1989,36.8199,10,800000,80000,104.7951,141.62,0
ML Mountain Rear Wheel,Wheels,ENG,Components,Reseller Sales,Commerce Bicycle Specialists,SO49061,S,old,Berkshire,GB,EU,376,376,420,2018-05-23,2018-03-31,141.62,1,1989,36.8199,10,800000,80000,104.7951,141.62,0
ML Mountain Rear Wheel,Wheels,ENG,Components,Reseller Sales,Commerce Bicycle Specialists,SO50236,S,old,Berkshire,GB,EU,376,376,420,2018-08-18,2018-06-25,141.62,1,1989,36.8199,10,800000,80000,104.7951,141.62,0
HL Mountain Rear Wheel,Wheels,ENG,Components,Reseller Sales,Commerce Bicycle Specialists,SO47006,S,old,Berkshire,GB,EU,376,376,421,2017-11-18,2017-09-26,196.33,3,1989,153.1365,10,800000,80000,435.8505,588.99,0
HL Mountain Rear Wheel,Wheels,ENG,Components,Reseller Sales,Commerce Bicycle Specialists,SO48031,S,old,Berkshire,GB,EU,376,376,421,2018-02-19,2017-12-29,196.33,1,1989,51.0455,10,800000,80000,145.2835,196.33,0
HL Mountain Rear Wheel,Wheels,ENG,Components,Reseller Sales,Commerce Bicycle Specialists,SO49061,S,old,Berkshire,GB,EU,376,376,421,2018-05-23,2018-03-31,196.33,1,1989,51.0455,10,800000,80000,145.2835,196.33,0
HL Mountain Rear Wheel,Wheels,ENG,Components,Reseller Sales,Commerce Bicycle Specialists,SO50236,S,old,Berkshire,GB,EU,376,376,421,2018-08-18,2018-06-25,196.33,3,1989,153.1365,10,800000,80000,435.8505,588.99,0
Cable Lock,Locks,ENG,Accessories,Reseller Sales,Commerce Bicycle Specialists,SO47006,S,old,Berkshire,GB,EU,376,376,447,2017-11-18,2017-09-26,15,3,1989,14.0625,10,800000,80000,30.9375,45,0
Cable Lock,Locks,ENG,Accessories,Reseller Sales,Commerce Bicycle Specialists,SO48031,S,old,Berkshire,GB,EU,376,376,447,2018-02-19,2017-12-29,15,3,1989,14.0625,10,800000,80000,30.9375,45,0
Cable Lock,Locks,ENG,Accessories,Reseller Sales,Commerce Bicycle Specialists,SO50236,S,old,Berkshire,GB,EU,376,376,447,2018-08-18,2018-06-25,15,2,1989,9.375,10,800000,80000,20.625,30,0
Minipump,Pumps,ENG,Accessories,Reseller Sales,Commerce Bicycle Specialists,SO48031,S,old,Berkshire,GB,EU,376,376,448,2018-02-19,2017-12-29,11.99,2,1989,7.4962,10,800000,80000,16.4918,23.99,0
Minipump,Pumps,ENG,Accessories,Reseller Sales,Commerce Bicycle Specialists,SO50236,S,old,Berkshire,GB,EU,376,376,448,2018-08-18,2018-06-25,11.99,7,1989,26.2367,10,800000,80000,57.7213,83.96,0
"Men's Sports Shorts, M",Shorts,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO48031,S,old,Berkshire,GB,EU,376,376,453,2018-02-19,2017-12-29,35.99,3,1989,33.7443,10,800000,80000,74.2377,107.98,0
"Men's Sports Shorts, M",Shorts,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO50236,S,old,Berkshire,GB,EU,376,376,453,2018-08-18,2018-06-25,35.99,2,1989,22.4962,10,800000,80000,49.4918,71.99,0
"Women's Tights, S",Tights,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO47006,S,old,Berkshire,GB,EU,376,376,456,2017-11-18,2017-09-26,44.99,3,1989,42.1818,10,800000,80000,92.8002,134.98,0
"Women's Tights, S",Tights,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO48031,S,old,Berkshire,GB,EU,376,376,456,2018-02-19,2017-12-29,44.99,6,1989,84.3636,10,800000,80000,185.6004,269.96,0
"Women's Tights, S",Tights,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO49061,S,old,Berkshire,GB,EU,376,376,456,2018-05-23,2018-03-31,44.99,4,1989,56.2424,10,800000,80000,123.7336,179.98,0
"Women's Tights, S",Tights,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO50236,S,old,Berkshire,GB,EU,376,376,456,2018-08-18,2018-06-25,44.99,6,1989,84.3636,10,800000,80000,185.6004,269.96,0
"Women's Tights, L",Tights,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO47006,S,old,Berkshire,GB,EU,376,376,458,2017-11-18,2017-09-26,44.99,7,1989,98.4242,10,800000,80000,216.5338,314.96,0
"Women's Tights, L",Tights,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO48031,S,old,Berkshire,GB,EU,376,376,458,2018-02-19,2017-12-29,44.99,1,1989,14.0606,10,800000,80000,30.9334,44.99,0
"Women's Tights, L",Tights,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO49061,S,old,Berkshire,GB,EU,376,376,458,2018-05-23,2018-03-31,44.99,6,1989,84.3636,10,800000,80000,185.6004,269.96,0
"Women's Tights, L",Tights,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO50236,S,old,Berkshire,GB,EU,376,376,458,2018-08-18,2018-06-25,44.99,6,1989,84.3636,10,800000,80000,185.6004,269.96,0
"Men's Bib-Shorts, S",Bib-Shorts,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO47006,S,old,Berkshire,GB,EU,376,376,459,2017-11-18,2017-09-26,53.99,2,1989,33.7462,10,800000,80000,74.2418,107.99,0
"Men's Bib-Shorts, S",Bib-Shorts,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO50236,S,old,Berkshire,GB,EU,376,376,459,2018-08-18,2018-06-25,53.99,1,1989,16.8731,10,800000,80000,37.1209,53.99,0
"Men's Bib-Shorts, M",Bib-Shorts,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO47006,S,old,Berkshire,GB,EU,376,376,460,2017-11-18,2017-09-26,53.99,3,1989,50.6193,10,800000,80000,111.3627,161.98,0
"Men's Bib-Shorts, M",Bib-Shorts,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO48031,S,old,Berkshire,GB,EU,376,376,460,2018-02-19,2017-12-29,53.99,5,1989,84.3655,10,800000,80000,185.6045,269.97,0
"Men's Bib-Shorts, M",Bib-Shorts,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO50236,S,old,Berkshire,GB,EU,376,376,460,2018-08-18,2018-06-25,53.99,5,1989,84.3655,10,800000,80000,185.6045,269.97,0
"Men's Bib-Shorts, L",Bib-Shorts,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO47006,S,old,Berkshire,GB,EU,376,376,461,2017-11-18,2017-09-26,53.99,4,1989,67.4924,10,800000,80000,148.4836,215.98,0
"Half-Finger Gloves, S",Gloves,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO51763,S,old,Berkshire,GB,EU,376,376,463,2018-11-17,2018-09-25,14.69,7,1989,38.7429,10,800000,80000,64.1151,102.86,0
"Half-Finger Gloves, S",Gloves,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO57080,S,old,Berkshire,GB,EU,376,376,463,2019-02-19,2018-12-29,14.69,1,1989,5.5347,10,800000,80000,9.1593,14.69,0
"Half-Finger Gloves, M",Gloves,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO47006,S,old,Berkshire,GB,EU,376,376,464,2017-11-18,2017-09-26,14.13,4,1989,17.6612,10,800000,80000,38.8544,56.52,0
"Half-Finger Gloves, M",Gloves,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO48031,S,old,Berkshire,GB,EU,376,376,464,2018-02-19,2017-12-29,14.13,3,1989,13.2459,10,800000,80000,29.1408,42.39,0
"Half-Finger Gloves, M",Gloves,ENG,Clothing,Reseller Sales,Commerce Bicycle Specialists,SO50236,S,old,Berkshire,GB,EU,376,376,464,2018-08-18,2018-06-25,14.13,5,1989,22.0765,10,800000,80000,48.568,70.64,0
